ANCSIZE	ANCBOT	NAIN	NANO	NASO	NIN	NNO	NSO	T1	TS	TBOT	TDIV	T2	MaxEstLhood	MaxObsLhood	AIC	deltaL	model	MIG01	MIG02	MIG10	MIG12	MIG20	MIG21
82728	46053	65775	19918	27474	201300	997222	594791	13	3465	17	3479	3495	-541561.892	-532509.647	2494006.6789057027	9052.244999999995	no_mig	NA	NA	NA	NA	NA	NA
733529	30790	135161	28858	16257	189715	869998	603007	10153	208	2	10361	10362	-541573.606	-532509.647	2494060.6238692617	9063.959000000032	no_mig	NA	NA	NA	NA	NA	NA
654712	54070	211643	30759	26101	140355	655698	435945	1200	8980	3	10180	10182	-541518.136	-532509.647	2493805.175079045	9008.48900000006	no_mig	NA	NA	NA	NA	NA	NA
567848	16313	101483	34025	66707	206192	1004737	631383	67	5370	3	5437	5440	-541585.117	-532509.647	2494113.633983272	9075.469999999972	no_mig	NA	NA	NA	NA	NA	NA
54882	205757	86405	66813	84865	228086	1072149	729538	1617	3555	41123	5172	46295	-536845.683	-532509.647	2472287.7338280138	4336.035999999964	no_mig	NA	NA	NA	NA	NA	NA
54867	202699	88592	52863	16983	203751	973331	664159	1498	3698	39563	5196	44759	-536840.3180000001	-532509.647	2472263.0270899665	4330.671000000089	no_mig	NA	NA	NA	NA	NA	NA
53880	216619	65617	79969	79823	213817	1171389	711720	5414	1600	53768	7013	60782	-536824.827	-532509.647	2472191.6883986155	4315.180000000051	no_mig	NA	NA	NA	NA	NA	NA
53869	151304	94805	82328	42153	213037	1007276	612597	16	4283	15706	4299	20005	-537742.629	-532509.647	2476418.322805655	5232.98199999996	no_mig	NA	NA	NA	NA	NA	NA
52901	206568	84304	69017	23452	210726	1022671	686672	1005	3829	37347	4834	42181	-536856.06	-532509.647	2472335.5216790345	4346.413000000059	no_mig	NA	NA	NA	NA	NA	NA
49616	197455	59158	70339	45079	273113	1438325	929169	3950	2147	52168	6098	58266	-536738.51	-532509.647	2471794.183923671	4228.863000000012	no_mig	NA	NA	NA	NA	NA	NA
45315	177183	71476	75971	63019	221893	1169475	717243	1252	3137	35693	4389	40082	-536787.4560000001	-532509.647	2472019.588583595	4277.809000000125	no_mig	NA	NA	NA	NA	NA	NA
44782	174548	71759	51534	38493	190120	924297	648420	1456	3022	37270	4478	41748	-536808.786	-532509.647	2472117.8168636616	4299.1389999999665	no_mig	NA	NA	NA	NA	NA	NA
43510	167064	66146	27221	71302	229358	1107934	755512	1609	2769	35370	4378	39748	-536805.464	-532509.647	2472102.5184883038	4295.817000000039	no_mig	NA	NA	NA	NA	NA	NA
43068	168176	67070	64426	47847	202661	1033114	638614	1291	2918	34559	4209	38768	-536813.3420000001	-532509.647	2472138.798019029	4303.695000000065	no_mig	NA	NA	NA	NA	NA	NA
41438	165906	63943	58369	43462	237380	1216931	740232	1337	2828	33157	4165	37321	-536798.522	-532509.647	2472070.5493968725	4288.875	no_mig	NA	NA	NA	NA	NA	NA
41009	160370	65899	15828	66758	207114	1141013	711246	792	3118	30019	3910	33929	-536832.107	-532509.647	2472225.214037569	4322.459999999963	no_mig	NA	NA	NA	NA	NA	NA
40412	164049	63899	60151	68508	218504	1146249	755984	1291	2766	36796	4057	40853	-536796.93	-532509.647	2472063.2179659368	4287.283000000054	no_mig	NA	NA	NA	NA	NA	NA
39559	153087	63617	71440	64050	187598	1035606	651277	1018	2881	31553	3899	35451	-536824.007	-532509.647	2472187.9121590625	4314.359999999986	no_mig	NA	NA	NA	NA	NA	NA
39362	163277	63098	28326	62995	188384	987590	658039	1002	2891	32019	3893	35912	-536834.0160000001	-532509.647	2472234.005307454	4324.369000000064	no_mig	NA	NA	NA	NA	NA	NA
39208	161325	57158	66124	44596	193596	924700	600105	1344	2326	32774	3670	36444	-536764.1460000001	-532509.647	2471912.2420665594	4254.499000000069	no_mig	NA	NA	NA	NA	NA	NA
382167	29582	113909	41785	63445	236963	1101085	698640	80	6005	8	6085	6093	-541582.529	-532509.647	2494101.7158028306	9072.881999999983	no_mig	NA	NA	NA	NA	NA	NA
37862	149008	58068	43538	19752	209680	1003026	689455	1149	2562	30877	3711	34589	-536793.258	-532509.647	2472046.3077810137	4283.6110000000335	no_mig	NA	NA	NA	NA	NA	NA
37794	148315	60153	39319	15806	197351	992914	624352	1088	2683	30531	3771	34301	-536811.49	-532509.647	2472130.2692438443	4301.8429999999935	no_mig	NA	NA	NA	NA	NA	NA
374365	38509	130357	28959	20365	213962	1011169	718298	67	6964	6	7031	7037	-541574.4060000001	-532509.647	2494064.3080054107	9064.759000000078	no_mig	NA	NA	NA	NA	NA	NA
36662	143935	55711	70600	70832	190975	961898	605422	1119	2458	33124	3576	36700	-536782.528	-532509.647	2471996.894304918	4272.881000000052	no_mig	NA	NA	NA	NA	NA	NA
358038	22807	63970	45994	41740	143636	694095	466998	7747	85	3	7832	7835	-541567.3500000001	-532509.647	2494031.8139245785	9057.703000000096	no_mig	NA	NA	NA	NA	NA	NA
34301	133955	50270	52055	70549	213322	1253141	659621	1409	2252	30949	3661	34610	-536767.256	-532509.647	2471926.564145838	4257.609000000055	no_mig	NA	NA	NA	NA	NA	NA
341636	47679	139687	46201	61664	151401	761438	454542	347	7116	11	7463	7474	-541577.005	-532509.647	2494076.2768427236	9067.358000000007	no_mig	NA	NA	NA	NA	NA	NA
34112	130447	51711	41233	78740	233945	1180836	789236	1176	2343	28070	3519	31590	-536783.1849999999	-532509.647	2471999.91990173	4273.537999999942	no_mig	NA	NA	NA	NA	NA	NA
33696	128623	53207	76628	67227	205738	1067128	678080	953	2455	27160	3408	30568	-536782.7119999999	-532509.647	2471997.7416562317	4273.064999999944	no_mig	NA	NA	NA	NA	NA	NA
33546	126203	50542	78358	70731	231229	1198738	728915	915	2309	28870	3224	32094	-536767.143	-532509.647	2471926.043761607	4257.496000000043	no_mig	NA	NA	NA	NA	NA	NA
333457	33860	115796	46085	15899	209924	937947	687030	27	6001	7	6027	6035	-541582.198	-532509.647	2494100.191491499	9072.550999999978	no_mig	NA	NA	NA	NA	NA	NA
33065	125438	44983	11993	38758	209825	993806	668440	1537	1913	28358	3450	31808	-536762.113	-532509.647	2471902.879755571	4252.466000000015	no_mig	NA	NA	NA	NA	NA	NA
32720	126611	35283	24348	64868	226530	1207835	730117	2709	1386	38128	4096	42223	-536676.4480000001	-532509.647	2471508.3778515887	4166.801000000094	no_mig	NA	NA	NA	NA	NA	NA
32396	135759	48915	32229	63015	226139	1027648	775716	956	2208	30022	3163	33186	-536795.615	-532509.647	2472057.1621671417	4285.9679999999935	no_mig	NA	NA	NA	NA	NA	NA
320890	74819	168910	82913	38677	168320	806824	525351	8692	262	23	8953	8977	-541578.9410000001	-532509.647	2494085.192452204	9069.29400000011	no_mig	NA	NA	NA	NA	NA	NA
31632	125079	32533	16615	77878	212864	1045521	698471	2918	1144	37347	4061	41408	-536708.999	-532509.647	2471658.2807463123	4199.351999999955	no_mig	NA	NA	NA	NA	NA	NA
31572	126901	39258	27937	27458	215770	886667	678765	2035	1563	32499	3598	36097	-536721.997	-532509.647	2471718.1387483897	4212.349999999977	no_mig	NA	NA	NA	NA	NA	NA
30763	121201	49699	62615	18374	206054	951223	690152	705	2397	25769	3102	28872	-536816.201	-532509.647	2472151.9642005907	4306.554000000004	no_mig	NA	NA	NA	NA	NA	NA
30125	120654	42576	80069	76771	190664	903675	589486	1219	1823	28144	3041	31186	-536752.995	-532509.647	2471860.8898138152	4243.347999999998	no_mig	NA	NA	NA	NA	NA	NA
28808	116621	37163	53668	43210	200221	1044551	675195	1709	1567	30196	3276	33472	-536708.8570000001	-532509.647	2471657.6268121465	4199.210000000079	no_mig	NA	NA	NA	NA	NA	NA
28718	111399	35249	55565	40788	228136	1177033	753148	1642	1493	29334	3136	32470	-536720.054	-532509.647	2471709.1909027183	4210.4070000000065	no_mig	NA	NA	NA	NA	NA	NA
285395	40242	115921	60366	78727	221844	995644	733560	86	6213	9	6299	6308	-541574.449	-532509.647	2494064.5060277283	9064.802000000025	no_mig	NA	NA	NA	NA	NA	NA
28298	114244	34766	21486	48628	259704	1408032	890411	1611	1536	28195	3147	31342	-536693.657	-532509.647	2471587.628225319	4184.010000000009	no_mig	NA	NA	NA	NA	NA	NA
28268	115283	37144	43227	37773	194879	965498	649033	1509	1570	26406	3080	29486	-536722.8910000001	-532509.647	2471722.2557705366	4213.244000000064	no_mig	NA	NA	NA	NA	NA	NA
28263	118883	36008	62352	24855	218715	1170675	711655	1686	1541	30877	3227	34104	-536705.9500000001	-532509.647	2471644.2395824157	4196.303000000073	no_mig	NA	NA	NA	NA	NA	NA
27568	112162	36962	73992	76014	226817	1143814	773181	1220	1695	26009	2915	28924	-536725.55	-532509.647	2471734.500918061	4215.903000000049	no_mig	NA	NA	NA	NA	NA	NA
27495	114868	33279	36351	48490	212703	1087839	736087	1854	1410	32144	3264	35408	-536686.902	-532509.647	2471556.5203007124	4177.255000000005	no_mig	NA	NA	NA	NA	NA	NA
27258	107767	34837	49172	44634	222063	1166132	755520	1517	1537	26202	3054	29255	-536715.2849999999	-532509.647	2471687.228846101	4205.637999999919	no_mig	NA	NA	NA	NA	NA	NA
27050	106564	36763	31124	58407	237846	1197663	836010	1157	1726	26032	2882	28914	-536731.427	-532509.647	2471761.565503244	4221.780000000028	no_mig	NA	NA	NA	NA	NA	NA
25891	109211	31867	14178	18765	238184	1249982	812486	1289	1430	26031	2719	28750	-536702.523	-532509.647	2471628.457664188	4192.8760000000475	no_mig	NA	NA	NA	NA	NA	NA
25628	105040	29885	38426	41863	179881	932502	560740	1703	1212	29661	2914	32575	-536702.628	-532509.647	2471628.941207058	4192.981000000029	no_mig	NA	NA	NA	NA	NA	NA
25603	104926	32508	35727	34078	201569	1031749	666114	1690	1382	28545	3072	31616	-536708.994	-532509.647	2471658.257720461	4199.346999999951	no_mig	NA	NA	NA	NA	NA	NA
25513	99250	28124	34132	54463	165781	988444	586406	1771	1177	28113	2948	31061	-536708.5660000001	-532509.647	2471656.2867076225	4198.919000000111	no_mig	NA	NA	NA	NA	NA	NA
24773	98398	34885	37836	33254	186812	881808	593190	979	1560	21388	2538	23926	-536740.8580000001	-532509.647	2471804.9968632683	4231.211000000127	no_mig	NA	NA	NA	NA	NA	NA
222416	29174	87936	70799	48489	194944	859576	663169	36	4626	3	4662	4665	-541570.1460000001	-532509.647	2494044.689980418	9060.499000000069	no_mig	NA	NA	NA	NA	NA	NA
22185	93171	103007	70417	49697	14543	70502	48253	702	7	6594	709	7303	-536935.302	-532509.647	2472700.444574912	4425.655000000028	no_mig	NA	NA	NA	NA	NA	NA
22012	88883	28923	46839	57757	155018	794771	503460	1207	1218	23393	2425	25818	-536702.6849999999	-532509.647	2471629.203701758	4193.037999999942	no_mig	NA	NA	NA	NA	NA	NA
213982	74886	134422	68097	67764	203361	998152	587534	212	7148	7	7360	7367	-541568.601	-532509.647	2494037.5749924807	9058.954000000027	no_mig	NA	NA	NA	NA	NA	NA
212691	83955	101290	13555	81462	204293	986155	582379	10821	64	103	10885	10988	-541564.592	-532509.647	2494019.1128652045	9054.944999999949	no_mig	NA	NA	NA	NA	NA	NA
20968	89479	26054	27136	54265	246866	1263908	863667	1158	1218	22156	2376	24533	-536694.3600000001	-532509.647	2471590.86565996	4184.713000000105	no_mig	NA	NA	NA	NA	NA	NA
203634	74658	131861	31571	89077	188156	854583	603402	168	7056	44	7224	7268	-541572.0560000001	-532509.647	2494053.4858554737	9062.409000000102	no_mig	NA	NA	NA	NA	NA	NA
199914	70289	103334	68740	21300	158405	697574	454586	8108	152	58	8260	8318	-541586.042	-532509.647	2494117.8937656945	9076.395000000019	no_mig	NA	NA	NA	NA	NA	NA
19583	80788	60350	12801	39882	20814	95906	63242	982	60	8031	1042	9072	-536938.7069999999	-532509.647	2472716.125179395	4429.0599999999395	no_mig	NA	NA	NA	NA	NA	NA
193772	134434	177796	54767	50558	146595	714740	501381	2844	6074	74	8918	8991	-541503.0680000001	-532509.647	2493735.7843746827	8993.42100000009	no_mig	NA	NA	NA	NA	NA	NA
192945	69566	90636	18250	40145	167043	889762	543530	8711	289	34	9000	9035	-541571.9510000001	-532509.647	2494053.0023126043	9062.30400000012	no_mig	NA	NA	NA	NA	NA	NA
190637	87587	104861	57062	40202	185046	968704	595623	9724	205	19	9929	9948	-541551.9130000001	-532509.647	2493960.723912417	9042.266000000061	no_mig	NA	NA	NA	NA	NA	NA
187854	74398	101023	72820	58232	167349	813555	529648	8716	72	17	8788	8806	-541564.606	-532509.647	2494019.177337588	9054.959000000032	no_mig	NA	NA	NA	NA	NA	NA
18545	77397	18515	15278	73871	215812	1072201	736845	1578	803	24839	2381	27220	-536652.395	-532509.647	2471397.609693105	4142.748000000021	no_mig	NA	NA	NA	NA	NA	NA
183232	85747	94791	39753	68063	195142	911809	593202	10247	99	22	10346	10368	-541569.4310000001	-532509.647	2494041.397283735	9059.784000000102	no_mig	NA	NA	NA	NA	NA	NA
182746	69616	165630	58924	65015	81022	398372	246829	3489	1475	33	4964	4997	-541471.2869999999	-532509.647	2493589.4274610006	8961.639999999898	no_mig	NA	NA	NA	NA	NA	NA
176305	71171	143627	21424	74591	64921	303244	190945	1412	4458	22	5870	5892	-541442.9410000001	-532509.647	2493458.88930691	8933.29400000011	no_mig	NA	NA	NA	NA	NA	NA
175093	79444	126202	73610	58821	193100	841627	597891	146	6648	45	6794	6840	-541575.491	-532509.647	2494069.304615062	9065.844000000041	no_mig	NA	NA	NA	NA	NA	NA
174864	84916	131460	50357	46853	190231	948187	672209	74	6939	5	7013	7018	-541570.7889999999	-532509.647	2494047.651104847	9061.141999999876	no_mig	NA	NA	NA	NA	NA	NA
171722	74535	120343	34189	53192	198400	941791	659348	35	6550	34	6585	6619	-541548.982	-532509.647	2493947.226158601	9039.334999999963	no_mig	NA	NA	NA	NA	NA	NA
170903	72392	119949	72219	46513	212770	1047304	694805	46	6404	87	6450	6536	-541573.3360000001	-532509.647	2494059.3804733115	9063.68900000013	no_mig	NA	NA	NA	NA	NA	NA
1705	7821	527	84632	35944	160265	915988	507338	563	24	7936	588	8524	-536576.101	-532509.647	2471046.262838935	4066.454000000027	no_mig	NA	NA	NA	NA	NA	NA
170247	89028	131980	19476	53766	229954	1118135	690274	15	7062	40	7078	7118	-541569.7660000001	-532509.647	2494042.9400157477	9060.119000000064	no_mig	NA	NA	NA	NA	NA	NA
